Date ,Crop ,Trt,Plot,Split ,Family ,Genus ,Species ,Adult/ Juvenile ,,Project: ,CE2 corn Pitfalls
tbd ,bean ,,203,1,Lycosidae,Pardosa,na,adult ,,,
tbd ,bean ,,203,1,Liniphiide,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,202,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
tbd ,bean ,,202,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
tbd ,bean ,,202,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
tbd ,bean ,,202,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
tbd ,bean ,,202,1,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,202,1,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,202,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,202,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,202,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,202,1,Linyphiidae,na,na,adult,,,
tbd ,bean ,,202,1,Opiliones,na,na,adult,,,
tbd ,bean ,,202,1,Opiliones,na,na,adult,,,
tbd ,bean ,,202,1,Opiliones,na,na,adult,,,
tbd ,bean ,,202,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,1,Carabidae,Amara,na,adult,,,
tbd ,bean ,,202,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,1,Linyphiidae,na,na,adult,,,
tbd ,bean ,,403,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,403,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,403,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,403,1,Opiliones,na,na,adult,,,
tbd ,bean ,,403,1,Opiliones,na,na,adult,,,
tbd ,bean ,,403,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,304,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,304,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,304,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,304,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,304,1,Elateridae,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,adult,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,304,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,304,2,Elateridae,na,na,adult,,,
tbd ,bean ,,304,2,Opiliones,na,na,adult,,,
tbd ,bean ,,304,2,Opiliones,na,na,adult,,,
tbd ,bean ,,304,2,Opiliones,na,na,adult,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,304,2,Carabidae,Badister,na,adult,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,juvenile,,,
tbd ,bean ,,501,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,2,Opiliones,na,na,adult,,,
tbd ,bean ,,501,2,Opiliones,na,na,adult,,,
tbd ,bean ,,501,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,103,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,103,2,Opiliones,na,na,adult,,,
tbd ,bean ,,103,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,2,Gnaphosidae,na,na,adult,,,
tbd ,bean ,,103,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,103,1,Opiliones,na,na,adult,,,
tbd ,bean ,,103,1,Opiliones,na,na,adult,,,
tbd ,bean ,,103,1,Opiliones,na,na,adult,,,
tbd ,bean ,,103,1,Opiliones,na,na,adult,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,103,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,402,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,402,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,402,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,402,2,Lycosidae,Allocosa,na,adult,,,
tbd ,bean ,,402,2,Opiliones,na,na,adult,,,
tbd ,bean ,,402,2,Opiliones,na,na,adult,,,
tbd ,bean ,,402,2,Opiliones,na,na,adult,,,
tbd ,bean ,,402,2,Opiliones,na,na,adult,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,102,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,102,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,102,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,102,2,Elateridae,na,na,adult,,,
tbd ,bean ,,102,2,Elateridae,na,na,adult,,,
tbd ,bean ,,102,2,Formicidae,na,na,adult,,,
tbd ,bean ,,102,2,Opiliones,na,na,adult,,,
tbd ,bean ,,102,2,Opiliones,na,na,adult,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,504,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,504,1,Formicidae,na,na,adult,,,
tbd ,bean ,,504,1,Formicidae,na,na,adult,,,
tbd ,bean ,,504,1,Formicidae,na,na,adult,,,
tbd ,bean ,,504,1,Formicidae,na,na,adult,,,
tbd ,bean ,,504,1,Opiliones,na,na,adult,,,
tbd ,bean ,,504,1,Opiliones,na,na,adult,,,
tbd ,bean ,,504,1,Opiliones,na,na,adult,,,
tbd ,bean ,,504,1,Opiliones,na,na,adult,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,102,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,102,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,102,1,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,102,1,Formicidae,na,na,adult,,,
tbd ,bean ,,102,1,Opiliones,na,na,adult,,,
tbd ,bean ,,102,1,Opiliones,na,na,adult,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,102,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,2,na,na,na,na,,,
tbd ,bean ,,504,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,504,2,Formicidae,na,na,adult,,,
tbd ,bean ,,504,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,504,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,504,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,504,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,504,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,504,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,504,2,Opiliones,na,na,adult,,,
tbd ,bean ,,504,2,Opiliones,na,na,adult,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,504,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Elateridae,na,na,adult,,,
tbd ,bean ,,101,1,Elateridae,na,na,adult,,,
tbd ,bean ,,101,1,Elateridae,na,na,adult,,,
tbd ,bean ,,101,1,Elateridae,na,na,adult,,,
tbd ,bean ,,101,1,Elateridae,na,na,adult,,,
tbd ,bean ,,101,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,101,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,bcw,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,taw,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,slug,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,sb,adult,,,
tbd ,bean ,,101,1,Lycosidae,Pardosa,other,adult,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Formicidae,na,na,adult,,,
tbd ,bean ,,503,2,Formicidae,na,na,adult,,,
tbd ,bean ,,503,2,Formicidae,na,na,adult,,,
tbd ,bean ,,503,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,503,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,503,2,Formicidae,na,na,adult,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,2,Carabidae,Poecilus,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,201,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,201,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,201,2,Elateridae,na,na,adult,,,
tbd ,bean ,,201,2,Formicidae,na,na,adult,,,
tbd ,bean ,,201,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,201,2,Opiliones,na,na,adult,,,
tbd ,bean ,,201,2,Opiliones,na,na,adult,,,
tbd ,bean ,,201,2,Opiliones,na,na,adult,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,503,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,503,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,503,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,503,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,503,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,503,1,Elateridae,na,na,adult,,,
tbd ,bean ,,503,1,Opiliones,na,na,adult,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,503,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,bcw,adult,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,taw,adult,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,slug,adult,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,sb,adult,,,
tbd ,bean ,,302,2,Lycosidae,Pardosa,other,adult,,,
tbd ,bean ,,302,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,302,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,302,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,302,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,401,1,Linyphiidae,na,na,adult,,,
tbd ,bean ,,401,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,203,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,203,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,203,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,203,2,Formicidae,na,na,adult,,,
tbd ,bean ,,203,2,Formicidae,na,na,adult,,,
tbd ,bean ,,203,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,adult,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,404,2,Elateridae,na,na,adult,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,2,Carabidae,Amara,na,adult,,,
tbd ,bean ,,401,2,Cicindelidae,Cicindelia ,sexguttata,adult,,,
tbd ,bean ,,401,2,Carabidae,Amara,na,adult,,,
tbd ,bean ,,401,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,401,2,Elateridae,na,na,adult,,,
tbd ,bean ,,401,2,Elateridae,na,na,adult,,,
tbd ,bean ,,401,2,Elateridae,na,na,adult,,,
tbd ,bean ,,401,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,401,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,401,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,401,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
