Date ,Crop ,Trt,Plot,Split ,Family ,Genus ,Species ,Adult/ Juvenile ,,Project: ,CE2 corn Pitfalls
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,401,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,302,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,302,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,302,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,302,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,302,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,302,1,Elateridae,na,na,adult,,,
tbd ,bean ,,302,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,302,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,303,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,303,1,Elateridae,na,na,adult,,,
tbd ,bean ,,303,1,Elateridae,na,na,adult,,,
tbd ,bean ,,303,1,Elateridae,na,na,adult,,,
tbd ,bean ,,303,1,Formicidae,na,na,adult,,,
tbd ,bean ,,303,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,303,1,Opiliones,na,na,adult,,,
tbd ,bean ,,303,1,Opiliones,na,na,adult,,,
tbd ,bean ,,303,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,402,1,Elateridae,na,na,adult,,,
tbd ,bean ,,402,1,Elateridae,na,na,adult,,,
tbd ,bean ,,402,1,Lycosidae,na,na,adult,,,
tbd ,bean ,,402,1,Opiliones,na,na,adult,,,
tbd ,bean ,,402,1,Opiliones,na,na,adult,,,
tbd ,bean ,,402,1,Opiliones,na,na,adult,,,
tbd ,bean ,,402,1,Opiliones,na,na,adult,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,402,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,204,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,204,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,204,2,Elateridae,na,na,adult,,,
tbd ,bean ,,204,2,Elateridae,na,na,adult,,,
tbd ,bean ,,204,2,Opiliones,na,na,adult,,,
tbd ,bean ,,204,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,204,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,203,1,Elateridae,na,na,adult,,,
tbd ,bean ,,203,1,Elateridae,na,na,adult,,,
tbd ,bean ,,203,1,Elateridae,na,na,adult,,,
tbd ,bean ,,203,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,203,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,adult,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,203,1,Formicidae,na,na,adult,,,
tbd ,bean ,,203,1,Formicidae,na,na,adult,,,
tbd ,bean ,,203,1,Formicidae,na,na,adult,,,
tbd ,bean ,,202,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,202,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,202,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,202,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,202,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,202,2,Lycosidae,Allocosa,na,adult,,,
tbd ,bean ,,202,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,202,2,Formicidae,na,na,adult,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,202,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,101,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,101,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,101,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,101,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,101,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,101,2,Elateridae,na,na,adult,,,
tbd ,bean ,,101,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,101,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,101,2,Linyphiidae,na,na,adult,,,
tbd ,bean ,,301,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,301,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,301,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,301,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,301,1,Formicidae,na,na,adult,,,
tbd ,bean ,,301,1,Formicidae,na,na,adult,,,
tbd ,bean ,,301,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,301,1,Opiliones,na,na,adult,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Elateridae,na,na,adult,,,
tbd ,bean ,,104,1,Elateridae,na,na,adult,,,
tbd ,bean ,,104,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,104,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,104,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,104,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,104,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,104,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,104,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,104,1,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,404,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,404,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,1,Formicidae,na,na,adult,,,
tbd ,bean ,,501,1,Formicidae,na,na,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,501,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,501,1,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,501,1,Elateridae,na,na,adult,,,
tbd ,bean ,,501,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,501,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Elateridae,na,na,adult,,,
tbd ,bean ,,303,2,Elateridae,na,na,adult,,,
tbd ,bean ,,303,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,303,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,303,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,303,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,303,2,Elateridae,na,na,adult,,,
tbd ,bean ,,301,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,301,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,403,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,403,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,403,2,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,403,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,403,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,403,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,403,2,Carabidae,Bembidion,na,adult,,,
tbd ,bean ,,201,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,201,1,Carabidae,Amara,na,adult,,,
tbd ,bean ,,201,1,Carabidae,Amara,na,adult,,,
tbd ,bean ,,201,1,Carabidae,Amara,na,adult,,,
tbd ,bean ,,201,1,Carabidae,Amara,na,adult,,,
tbd ,bean ,,201,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,201,1,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,201,1,Staphylinidae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Elateridae,na,na,adult,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,201,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,104,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,104,2,Carabidae,Chlaenius,tricolor,adult,,,
tbd ,bean ,,104,2,Carabidae,Amara,na,adult,,,
tbd ,bean ,,104,2,Lycosidae,Schizocosa,na,adult,,,
tbd ,bean ,,104,2,Staphylinidae,na,na,adult,,,
tbd ,bean ,,104,2,Elateridae,na,na,adult,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,104,2,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Formicidae,na,na,adult,,,
tbd ,bean ,,502,1,Formicidae,na,na,adult,,,
tbd ,bean ,,502,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,502,1,Lycosidae,Pardosa,na,adult,,,
tbd ,bean ,,502,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,502,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,502,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,502,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,502,1,Carabidae,Poecilus,lucublandus,adult,,,
tbd ,bean ,,502,1,Lycosidae,na,na,juvenile,,,
tbd ,bean ,,502,1,Elateridae,na,na,adult,,,
tbd ,bean ,,502,1,Elateridae,na,na,adult,,,
tbd ,bean ,,502,1,Elateridae,na,na,adult,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Formicidae,na,na,adult,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
tbd ,bean ,,502,1,Opiliones,na,na,juvenile,,,
7/1/2022,soybeans,1,101,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,1,101,1,Lycosidae ,Schizocosa,na,adult ,,,
7/1/2022,soybeans,1,101,1,Lycosidae ,Schizocosa,na,adult ,,,
7/1/2022,soybeans,1,101,1,Lycosidae ,na,na,juvenile ,,,
7/1/2022,soybeans,1,101,1,Opiliones,na,na,adult ,,,
7/1/2022,soybeans,1,101,1,Opiliones,na,na,adult ,,,
7/1/2022,soybeans,1,101,1,Opiliones,na,na,adult ,,,
7/1/2022,soybeans,1,101,1,Opiliones,na,na,adult ,,,
7/1/2022,soybeans,1,101,2,Carabidae ,Amara,pallipes,adult,,,
7/1/2022,soybeans,1,101,2,Lycosidae ,Pardosa,na,adult,,,
7/1/2022,soybeans,1,101,2,Lycosidae ,Pardosa,na,adult,,,
7/1/2022,soybeans,1,101,2,Lycosidae ,na,na,juvenile,,,
7/1/2022,soybeans,1,101,2,Lycosidae ,Pardosa,na,adult,,,
7/1/2022,soybeans,1,101,2,Opiliones,na,na,adult,,,
7/1/2022,soybeans,1,101,2,Opiliones,na,na,adult,,,
7/1/2022,soybeans,1,101,2,Opiliones,na,na,adult,,,
7/1/2022,soybeans,1,101,2,Opiliones,na,na,adult,,,
7/1/2022,soybeans,1,101,2,Thomisidae ,Misumenoides,na,adult,,,
7/1/2022,soybeans,2,102,1,Carabidae ,Pterostichus ,na,adult,,,
7/1/2022,soybeans,2,102,1,Carabidae ,Pterostichus ,na,adult,,,
7/1/2022,soybeans,2,102,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,1,Carabidae ,Chlaenius ,tricolor ,adult,,,
7/1/2022,soybeans,2,102,1,Lycosidae ,Pardosa,na,adult,,,
7/1/2022,soybeans,2,102,1,Lycosidae ,Schizocosa,na,adult,,,
7/1/2022,soybeans,2,102,1,Lycosidae ,Schizocosa,na,adult,,,
7/1/2022,soybeans,2,102,1,Lycosidae ,Schizocosa,na,adult,,,
7/1/2022,soybeans,2,102,1,Thomisidae ,Misumenoides,na,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Chlaenius ,na,adult ,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Chlaenius ,na,adult ,,,
7/1/2022,soybeans,2,102,2,Carabidae ,Chlaenius ,na,adult ,,,
7/1/2022,soybeans,2,102,2,Lycosidae ,Schizocosa,na,adult ,,,
7/1/2022,soybeans,2,102,2,Lycosidae ,Pardosa,na,adult,,,
7/1/2022,soybeans,2,102,2,Opiliones,na,na,adult,,,
7/1/2022,soybeans,3,103,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,3,103,1,Carabidae ,Poecilus ,lucublandus ,adult,,,
7/1/2022,soybeans,3,103,1,Carabidae ,Chlaenius ,tricolor ,adult ,,,
7/1/2022,soybeans,3,103,1,Carabidae ,Pterostichus ,na,adult,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,na,,juvenile ,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,na,,juvenile ,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,na,,juvenile ,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,Pardosa,,adult,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,Schizocosa,,adult ,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,Allocosa,,adult,,,
7/1/2022,soybeans,3,103,1,Lycosidae ,Allocosa,,adult ,,,
